"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2008",31159.8,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2009",29980.7,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2010",35165.5,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2011",38710.1,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2012",38003.7,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2013",36965,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2014",38047.9,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2015",36226,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2016",39082.3,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2017",43974.4,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2018",47259.8,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2019",47930.9,
"AUS","TOUR_REC_EXP","INT_REC","USD","A","2020",26414.1,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2008",27620,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2009",25629.6,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2010",31916.5,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2011",39381.5,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2012",41632.8,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2013",42428.3,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2014",38774.5,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2015",34102.9,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2016",35674.6,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2017",39644.9,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2018",42478,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2019",41367.2,
"AUS","TOUR_REC_EXP","INT-EXP","USD","A","2020",7964.4,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2008",21499.2,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2009",19302.8,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2010",18577.7,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2011",19833,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2012",21389.2,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2013",22741.3,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2014",23174.4,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2015",20360.8,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2016",20978,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2017",22539.4,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2018",25277.1,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2019",25890.1,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2020",15346.5,
"AUT","TOUR_REC_EXP","INT_REC","USD","A","2021",11938.583,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2008",11309.9,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2009",10757.9,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2010",10221.9,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2011",10469.1,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2012",12376.4,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2013",12744.7,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2014",13536.2,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2015",11311.5,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2016",11580.5,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2017",12765.4,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2018",14132.5,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2019",13983.3,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2020",5169.6,
"AUT","TOUR_REC_EXP","INT-EXP","USD","A","2021",8826.793,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2008",13117.515,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2009",13008.393,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2010",12695.1,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2011",14081,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2012",13722.8,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2013",14528.3,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2014",15255.2,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2015",8977.1,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2016",8785.5,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2017",9622.6,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2018",10331,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2019",10590.3,
"BEL","TOUR_REC_EXP","INT_REC","USD","A","2020",7458.5,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2008",21525.615,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2009",20037.703,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2010",20941,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2011",22708.4,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2012",22449.2,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2013",24521,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2014",26446.5,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2015",15857.1,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2016",16503.9,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2017",17759.7,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2018",20829.6,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2019",21015.9,
"BEL","TOUR_REC_EXP","INT-EXP","USD","A","2020",13912,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2008",19603.8,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2009",16767.8,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2010",20240.6,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2011",22296.5,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2012",23438.9,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2013",24190,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2014",24580.2,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2015",23083.7,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2016",25685.4,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2017",28459.1,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2018",30836.9,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2019",33406.1,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2020",14087.9,
"CAN","TOUR_REC_EXP","INT_REC","USD","A","2021",14233.453,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2008",34820.1,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2009",31663.4,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2010",38933.6,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2011",43166.7,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2012",45144.6,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2013",45746.3,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2014",44946,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2015",40333.6,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2016",39178.7,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2017",41888,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2018",42313.1,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2019",43249.3,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2020",13972.4,
"CAN","TOUR_REC_EXP","INT-EXP","USD","A","2021",10227.479,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2008",8801.611,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2009",7874.834,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2010",8065.4,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2011",8929,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2012",8174.1,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2013",7792.6,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2014",7619.6,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2015",6766.5,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2016",7039.7,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2017",7655.4,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2018",8281.5,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2019",7968.6,
"CZE","TOUR_REC_EXP","INT_REC","USD","A","2020",3886.1,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2008",4749.628,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2009",4128.136,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2010",4352.2,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2011",4855.6,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2012",4557.5,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2013",4697.9,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2014",5182,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2015",4818.4,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2016",4961.6,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2017",5509,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2018",6069.1,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2019",6033.9,
"CZE","TOUR_REC_EXP","INT-EXP","USD","A","2020",3488,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2008",8751.64,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2009",7501.394,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2010",7778.2,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2011",8916.4,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2012",8763.5,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2013",9957.3,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2014",10416.7,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2015",8936.3,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2016",9857.4,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2017",11341.8,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2018",11671.6,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2019",11106.4,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2020",4837.9,
"DNK","TOUR_REC_EXP","INT_REC","USD","A","2021",5534.814,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2008",10379.687,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2009",10724.379,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2010",10619.9,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2011",11832.2,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2012",11208.4,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2013",11871.1,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2014",12343.4,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2015",10717.8,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2016",10941.5,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2017",11554.6,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2018",12513.2,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2019",12036.8,
"DNK","TOUR_REC_EXP","INT-EXP","USD","A","2020",6291.2,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2008",3742.294,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2009",3237.845,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2010",3520.996,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2011",5577.872,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2012",5427.692,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2013",5777.3,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2014",5466.7,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2015",4009.8,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2016",4015.8,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2017",5188.6,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2018",5766.6,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2019",5597.4,
"FIN","TOUR_REC_EXP","INT_REC","USD","A","2020",1784.1,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2008",4868.231,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2009",4716.278,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2010",4647.842,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2011",5997.65,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2012",5843.589,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2013",6388.3,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2014",6329,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2015",5790.6,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2016",6199.8,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2017",6710.3,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2018",7235.7,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2019",5680.2,
"FIN","TOUR_REC_EXP","INT-EXP","USD","A","2020",1975.9,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2008",66878.091,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2009",58610.002,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2010",56735.9,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2011",65728.1,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2012",64306.3,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2013",66169.5,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2014",67113.3,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2015",66461,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2016",63387.9,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2017",67342.6,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2018",72693.6,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2019",70867.2,
"FRA","TOUR_REC_EXP","INT_REC","USD","A","2020",35915.2,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2008",49670.781,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2009",45665.514,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2010",46866.8,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2011",55365,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2012",50222.5,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2013",52483.2,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2014",58448.7,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2015",47721.2,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2016",48970.5,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2017",53595.4,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2018",59241.4,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2019",59785.5,
"FRA","TOUR_REC_EXP","INT-EXP","USD","A","2020",31258.6,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2008",53187.828,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2009",47203.349,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2010",49284.8,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2011",53403.7,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2012",51724.3,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2013",54944.2,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2014",58160.4,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2015",50187.8,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2016",52199.4,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2017",40095.8,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2018",59797.7,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2019",41805.7,
"DEU","TOUR_REC_EXP","INT_REC","USD","A","2020",22079.8,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2008",105000.183,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2009",92497.948,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2010",91442.6,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2011",99555.4,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2012",96644.4,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2013",102423.2,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2014",101472.2,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2015",85059.7,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2016",87281.5,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2017",89092.3,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2018",104086.3,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2019",93243.3,
"DEU","TOUR_REC_EXP","INT-EXP","USD","A","2020",38867.8,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2008",17212.437,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2009",14562.259,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2010",12843.3,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2011",14871.1,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2012",14876.2,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2013",17489.1,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2014",19465,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2015",17557.2,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2016",16698.6,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2017",18776.2,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2018",21782,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2019",23081.4,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2020",6114.3,
"GRC","TOUR_REC_EXP","INT_REC","USD","A","2021",13745.072,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2008",3940.923,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2009",3387.725,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2010",2878.7,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2011",3233.2,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2012",3008.8,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2013",3768.2,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2014",4003.9,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2015",3537.9,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2016",3410.9,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2017",3298.4,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2018",3913.7,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2019",4214.2,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2020",1508.7,
"GRC","TOUR_REC_EXP","INT-EXP","USD","A","2021",2236.073,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2008",6997.995,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2009",6650.088,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2010",6746.2,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2011",7276.3,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2012",6156.7,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2013",6675.4,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2014",7483.4,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2015",6934.2,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2016",7468.6,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2017",8377.3,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2018",9654.9,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2019",10249.1,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2020",4191.6,
"HUN","TOUR_REC_EXP","INT_REC","USD","A","2021",5734.588,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2008",3747.271,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2009",3209.621,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2010",2914.1,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2011",3027.1,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2012",2459.1,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2013",2528.1,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2014",2707.6,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2015",2457.1,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2016",2734,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2017",3028.8,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2018",3248.9,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2019",3359.9,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2020",1331.2,
"HUN","TOUR_REC_EXP","INT-EXP","USD","A","2021",1713.52,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2008",836.54,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2009",1257.888,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2010",1331.972,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2011",1694.596,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2012",1914.146,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2013",2264.2,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2014",2608.9,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2015",2801.4,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2016",3828.6,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2017",4693.5,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2018",4795.7,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2019",3816,
"ISL","TOUR_REC_EXP","INT_REC","USD","A","2020",658.7,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2008",1047.529,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2009",583.834,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2010",645.226,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2011",799.95,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2012",843.077,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2013",906.5,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2014",1034,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2015",1055.8,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2016",1321,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2017",1724.3,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2018",1911,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2019",1721.9,
"ISL","TOUR_REC_EXP","INT-EXP","USD","A","2020",524,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2008",6279.708,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2009",8410.167,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2010",8244.542,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2011",9466.814,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2012",9304.4,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2013",10180.1,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2014",11094.3,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2015",11489,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2016",12614.2,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2017",14167.3,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2018",15370.2,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2019",14885.7,
"IRL","TOUR_REC_EXP","INT_REC","USD","A","2020",4196.4,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2008",10321.163,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2009",7896.167,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2010",7203.544,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2011",6810.268,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2012",6025.7,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2013",6312.6,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2014",6525.6,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2015",5799.4,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2016",6317.1,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2017",6661.8,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2018",7743.5,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2019",8350.1,
"IRL","TOUR_REC_EXP","INT-EXP","USD","A","2020",2453.5,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2008",48073.314,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2009",41638.913,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2010",40414.6,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2011",45114.2,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2012",43268.4,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2013",46271,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2014",47777.5,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2015",41537.1,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2016",42338.4,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2017",46360.2,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2018",51796.4,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2019",51988.2,
"ITA","TOUR_REC_EXP","INT_REC","USD","A","2020",20226.2,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2008",37480.895,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2009",34231.798,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2010",33237.9,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2011",35634.7,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2012",32923.8,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2013",33536.1,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2014",35578,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2015",30340.9,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2016",30564.7,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2017",34623.4,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2018",37757,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2019",37945.6,
"ITA","TOUR_REC_EXP","INT-EXP","USD","A","2020",13083.3,
"JPN","TOUR_REC_EXP","INT_REC","USD","A","2008",13790.6,
